ID,Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
2127,40,179,2,0,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2128,65,40,1,1.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2129,35,58,4,0.7,3,232,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2130,55,74,3,2.666666667,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2131,55,15,1,0.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2132,59,11,2,1,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2133,39,41,1,2,2,176,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2134,50,68,1,1.5,2,120,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2135,45,28,1,0.75,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
2136,50,115,1,1.2,3,0,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2137,65,83,4,0.1,2,247,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2138,36,40,2,1.1,2,166,0,1,0,0,0,Graduate, Holds only Securites 
2139,57,113,1,0.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2140,53,89,1,0.8,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
2141,28,38,4,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2142,55,62,4,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2143,56,65,3,1.7,1,109,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2144,33,168,3,5.666666667,2,0,1,1,1,1,0,Graduate,Holds Securities & Deposit
2145,57,40,3,1.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2146,27,30,1,1,3,80,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2147,27,20,4,1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2148,54,58,2,3.2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2149,48,150,1,7.3,1,193,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2150,62,54,1,0.8,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
2151,41,19,2,0.3,2,105,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2152,62,30,3,0.1,3,128,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2153,40,123,1,5.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2154,32,45,1,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2155,62,154,1,2.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2156,35,93,2,2.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2157,25,71,4,0.2,1,78,0,1,0,0,0,Undergraduate, Holds only Securites 
2158,50,83,4,3.1,1,0,1,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2159,61,99,1,4.8,3,255,1,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2160,43,55,3,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2161,52,38,4,0.9,2,95,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2162,39,74,3,0.9,2,155,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2163,33,69,4,1.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2164,27,104,2,2.5,1,184,0,1,0,1,0,Undergraduate, Holds only Securites 
2165,27,38,4,1,3,154,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2166,32,25,3,0.9,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2167,65,162,1,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2168,55,64,4,2.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2169,52,30,2,0.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2170,39,52,3,0.5,3,0,0,1,0,0,1,Advanced Degree, Holds only Securites 
2171,35,42,1,1.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2172,39,79,2,1.8,2,219,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2173,34,34,1,1.7,1,164,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2174,30,123,2,3.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2175,37,160,2,3.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2176,41,51,3,2.333333333,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2177,31,108,1,4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2178,37,158,2,2.3,2,0,1,0,1,1,1,Graduate, Holds only Deposit
2179,49,68,1,1.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2180,58,42,2,1.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2181,45,32,1,0.75,3,105,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2182,40,22,2,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2183,34,29,2,2,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2184,62,183,2,3.4,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2185,54,69,1,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2186,26,92,2,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2187,54,40,2,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2188,29,9,4,0.5,3,86,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2189,48,128,1,0.6,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2190,27,110,2,0.2,1,294,0,1,0,0,1,Undergraduate, Holds only Securites 
2191,42,171,2,8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2192,25,13,4,1,1,95,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2193,45,25,2,0.1,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2194,34,123,1,1.6,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2195,51,33,4,0.2,1,83,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2196,51,189,4,4.75,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2197,60,34,1,0.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2198,59,58,1,0,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2199,49,51,1,1.3,2,98,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
2200,50,29,2,1.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2201,41,111,2,0.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2202,49,43,4,1.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2203,50,130,1,0.6,1,311,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2204,63,20,2,0.4,1,76,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2205,63,101,2,2.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2206,33,48,4,2.2,2,207,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2207,38,180,1,2.8,3,158,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2208,64,92,2,0,3,185,0,1,0,1,0,Advanced Degree, Holds only Securites 
2209,36,33,3,0.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2210,58,51,2,1.9,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2211,39,31,2,1.4,2,94,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2212,46,83,1,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2213,61,45,1,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2214,53,89,1,0.8,3,146,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2215,28,193,3,4,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2216,64,89,1,3.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2217,48,162,4,3.3,2,446,1,0,1,1,0,Graduate, Holds only Deposit
2218,38,9,2,0.3,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2219,52,58,4,2,3,223,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2220,65,80,1,0.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2221,59,73,2,1.7,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2222,45,41,1,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2223,53,74,3,2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
2224,38,29,2,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2225,54,25,4,0.4,3,115,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2226,25,98,1,5.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2227,61,59,4,1.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2228,48,43,4,1.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2229,46,72,4,1.4,2,149,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2230,36,183,1,3,3,0,1,0,1,1,1,Advanced Degree, Holds only Deposit
2231,46,134,1,5.7,1,146,0,1,0,1,0,Undergraduate, Holds only Securites 
2232,59,140,2,0.5,1,262,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2233,59,39,1,1.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2234,36,35,4,0.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2235,63,141,2,6.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2236,51,23,1,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2237,30,134,1,0,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2238,48,35,1,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2239,55,42,4,2.5,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
2240,41,81,4,0.2,3,167,0,1,0,0,0,Advanced Degree, Holds only Securites 
2241,26,14,4,0.4,1,94,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2242,41,45,1,1.8,1,172,0,1,0,1,0,Undergraduate, Holds only Securites 
2243,54,79,3,1.7,2,150,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2244,57,53,1,0.8,2,120,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2245,54,33,2,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
2246,35,190,3,3.1,2,266,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
2247,60,60,1,2.5,3,103,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2248,63,8,1,0.8,2,97,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2249,41,38,3,1,2,150,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2250,46,154,1,5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2251,31,54,4,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2252,58,41,3,1.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2253,59,25,2,0.3,1,75,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2254,46,53,2,1.7,1,109,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2255,33,79,1,0.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2256,56,13,4,0.9,2,76,0,0,1,1,1,Graduate, Holds only Deposit
2257,47,130,2,1.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2258,59,93,2,0.7,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2259,24,82,3,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2260,39,15,2,0.3,2,92,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2261,30,150,4,5,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2262,55,131,2,0.7,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
2263,47,28,3,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2264,35,9,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2265,47,88,4,1.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2266,38,143,1,4.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2267,38,168,2,1.3,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2268,27,105,1,3,2,0,1,1,0,0,0,Graduate, Holds only Securites 
2269,42,62,3,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2270,26,51,4,2.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2271,60,101,3,4.4,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2272,27,90,3,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2273,27,83,4,2.1,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2274,40,21,2,0,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2275,40,115,1,3.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2276,29,172,4,4.4,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2277,30,32,2,1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2278,30,204,2,4.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2279,47,34,4,0.6,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
2280,33,30,2,2,3,132,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2281,57,31,3,1.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2282,38,90,2,2.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2283,54,79,4,2.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2284,47,22,4,0.6,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2285,48,114,1,2.4,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2286,62,42,1,0.5,3,128,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2287,30,29,1,0.2,3,90,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2288,35,72,3,2.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2289,59,68,1,1.8,3,95,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2290,38,78,4,0.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2291,47,90,1,2.7,1,323,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2292,57,170,2,2.1,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
2293,42,14,2,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2294,39,129,2,1.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2295,53,39,3,1,3,87,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2296,27,82,2,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2297,59,31,3,0.4,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2298,48,9,4,0.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
2299,62,15,3,0.1,3,91,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2300,66,70,3,2.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2301,38,84,4,0.7,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2302,42,155,1,7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2303,47,89,2,0.8,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2304,27,170,3,4.7,1,0,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2305,32,185,2,6.7,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
2306,37,82,2,2.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2307,56,60,3,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2308,39,58,2,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2309,36,29,1,1.333333333,1,81,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2310,32,32,2,0.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2311,62,115,4,3.4,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2312,48,83,2,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2313,58,54,3,0.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2314,27,112,4,1.8,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
2315,52,182,2,1.4,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2316,54,112,2,6.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2317,31,129,3,5.9,3,319,1,1,1,0,1,Advanced Degree,Holds Securities & Deposit
2318,60,23,1,0.8,2,112,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2319,34,198,2,3,1,422,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2320,46,84,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2321,41,39,3,0.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2322,62,129,1,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2323,31,113,2,2,2,315,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2324,41,35,1,0.75,3,114,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2325,55,85,1,0.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2326,45,73,4,2.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2327,51,70,1,0.8,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
2328,27,130,3,4.4,1,192,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2329,30,39,1,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2330,31,72,4,1.8,2,242,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2331,61,68,4,2.3,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2332,40,35,1,1.4,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2333,45,61,3,0.7,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
2334,45,69,4,1.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2335,37,59,1,3.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2336,34,99,2,4.5,3,217,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2337,43,201,1,10,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
2338,42,130,2,7.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2339,56,72,3,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2340,33,44,1,1.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2341,36,91,1,1.5,3,289,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2342,62,92,3,0.5,1,310,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2343,58,55,1,0.8,1,168,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2344,65,20,3,0.5,1,102,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2345,65,89,1,4.1,1,299,1,0,1,1,0,Undergraduate, Holds only Deposit
2346,52,59,2,1.5,2,239,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
2347,64,8,3,0.1,3,87,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2348,51,85,4,4.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2349,59,94,1,4.3,1,76,0,1,1,1,0,Undergraduate,Holds Securities & Deposit
2350,52,22,2,0.4,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2351,55,74,2,3.2,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2352,46,59,3,2.666666667,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2353,61,12,4,0.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
2354,35,8,1,0.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2355,56,74,3,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2356,31,184,4,3.4,2,0,1,0,1,1,1,Graduate, Holds only Deposit
2357,44,34,4,0,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2358,53,63,2,0.8,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
2359,36,123,2,5.6,2,0,1,0,1,1,1,Graduate, Holds only Deposit
2360,27,85,2,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2361,36,109,3,0.5,3,0,1,1,1,1,0,Advanced Degree,Holds Securities & Deposit
2362,40,31,1,0.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2363,39,61,2,2.4,2,90,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2364,59,88,2,1.6,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2365,43,22,2,0.3,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2366,30,63,4,2.2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
2367,26,80,4,0.2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2368,48,78,3,2.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2369,50,45,4,0.1,1,93,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2370,33,51,4,2.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2371,32,111,2,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2372,34,45,3,2.8,1,153,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2373,33,184,2,4.8,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
2374,32,41,2,1,2,112,0,1,0,1,0,Graduate, Holds only Securites 
2375,55,69,4,1.3,3,0,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
2376,58,23,3,0.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2377,47,160,2,6.666666667,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2378,30,61,1,0.8,2,251,0,1,1,1,0,Graduate,Holds Securities & Deposit
2379,42,110,2,6.1,1,182,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2380,40,50,2,0.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2381,33,49,1,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2382,46,185,4,7.5,2,428,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
2383,63,52,2,1.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2384,62,53,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2385,43,125,4,3.5,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
2386,31,72,3,1.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2387,28,51,4,1.8,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2388,64,23,3,0.5,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
2389,27,41,1,1.9,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
2390,33,41,3,2,1,108,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2391,39,138,1,4.666666667,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
2392,44,138,2,3.3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2393,53,14,4,0.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2394,42,145,2,8,1,505,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2395,44,25,3,1,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
2396,34,43,1,1.7,1,142,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2397,47,93,1,0.2,2,309,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2398,53,90,2,0.3,1,217,0,1,0,0,1,Undergraduate, Holds only Securites 
2399,62,41,2,1,3,154,0,1,0,1,0,Advanced Degree, Holds only Securites 
2400,61,169,2,6.1,3,106,1,0,1,1,1,Advanced Degree, Holds only Deposit
2401,42,63,2,2.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2402,48,23,3,0.666666667,2,95,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
2403,38,140,4,0.5,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2404,41,75,1,1.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2405,57,13,4,0.9,2,78,0,1,0,1,0,Graduate, Holds only Securites 
2406,31,10,1,0.5,3,81,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2407,39,100,1,0.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2408,48,85,3,1.1,1,203,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2409,55,73,3,2.666666667,1,219,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
2410,29,130,2,6.7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2411,47,65,3,2.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2412,61,59,4,1.7,1,148,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2413,60,31,2,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
2414,34,134,1,4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2415,45,11,4,0.2,1,106,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
2416,60,32,1,0.3,3,80,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2417,25,53,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
2418,41,28,1,0.7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2419,63,44,2,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
2420,63,40,1,0.8,1,118,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
2421,43,40,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
2422,58,163,2,0.5,1,400,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
2423,50,82,1,1.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
