Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
60,31,2,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
34,134,1,4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
45,11,4,0.2,1,106,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
60,32,1,0.3,3,80,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
25,53,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
41,28,1,0.7,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
63,44,2,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
63,40,1,0.8,1,118,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
43,40,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
58,163,2,0.5,1,400,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
50,82,1,1.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,89,4,1.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
54,78,4,1.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
61,55,3,0.9,3,197,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
29,34,4,0.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
39,108,4,3.666666667,2,301,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
33,58,4,2.2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
23,73,4,2.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
56,54,4,2.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,45,4,0.9,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
37,123,1,2.3,2,0,1,1,1,1,0,Graduate,Holds Securities & Deposit
38,93,1,5.2,1,267,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,102,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
53,39,3,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
65,114,4,3.4,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
62,29,1,0.3,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
51,30,3,0.6,2,144,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
31,22,1,0.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
64,38,2,0.3,1,186,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
39,41,2,1.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
28,161,4,1.7,3,422,1,0,1,1,1,Advanced Degree, Holds only Deposit
60,38,3,0.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
47,25,1,0.9,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
25,70,4,2.6,1,218,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,201,2,8.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
51,42,2,0.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
31,64,1,1.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
32,28,4,1.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
51,119,1,4.9,1,208,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
25,28,1,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
43,60,3,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,23,1,1.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
34,164,4,7.4,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,39,2,0.8,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
42,19,2,0,3,85,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
46,72,2,0.8,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
62,41,3,0.9,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
31,32,2,0.3,2,130,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
30,69,1,0.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
52,23,3,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
35,44,4,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
60,32,3,0.4,2,165,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
58,25,2,0.3,1,123,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
24,80,2,1.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
40,83,1,0.8,2,230,0,1,0,1,0,Graduate, Holds only Securites 
49,133,1,7.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
43,89,1,0.1,2,307,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
33,81,2,4.5,3,187,0,0,1,1,1,Advanced Degree, Holds only Deposit
36,44,2,1.1,2,85,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
62,119,2,2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
57,39,4,0.9,1,147,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,40,2,1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
52,79,3,0.8,1,183,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
54,30,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
40,179,1,2.6,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
30,178,2,6.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
55,82,4,3.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
39,50,2,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
55,64,2,1.9,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
28,129,1,1.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
44,68,4,2.9,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
46,30,1,1.4,3,112,0,1,0,0,0,Advanced Degree, Holds only Securites 
61,48,3,1.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
61,130,1,1.3,1,257,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
45,40,1,0.5,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
38,105,2,1.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
29,41,4,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,168,3,6.5,3,118,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,80,2,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
28,134,2,3.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,49,1,2.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
35,63,2,1.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
46,70,4,1.9,1,212,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
63,32,3,0.7,2,141,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
33,14,3,0.9,3,114,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
38,111,2,6.1,1,326,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
53,38,4,2.8,2,144,0,1,0,1,0,Graduate, Holds only Securites 
28,121,2,2,1,341,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,90,4,2.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
58,178,2,6,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
38,20,4,0.4,2,79,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
48,61,2,1.7,1,229,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
33,43,4,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
66,39,1,1.9,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
59,60,4,2.1,1,234,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
40,63,3,3,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
36,8,4,0.2,3,81,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
62,52,4,1.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
51,92,4,3,1,0,1,0,1,1,1,Undergraduate, Holds only Deposit
58,111,2,1.4,1,298,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,71,1,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
41,25,2,0.1,2,91,0,1,0,0,0,Graduate, Holds only Securites 
31,34,1,1.9,3,156,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
28,74,3,2.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
57,120,2,2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
61,50,4,1.3,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
60,10,2,1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
56,45,4,2.5,2,113,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
49,29,4,1.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
63,145,2,6.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
49,100,2,6.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
49,24,3,0.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
32,60,1,1.2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
26,50,4,0.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
27,43,3,1.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
57,79,3,4.4,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
29,44,3,0.1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
56,31,4,1.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
59,14,2,1,1,107,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
53,19,4,0.8,1,106,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
54,111,1,1.1,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
56,90,1,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,21,2,0.7,3,129,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
51,104,1,4.2,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
53,75,1,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
37,175,2,7.8,1,297,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
32,98,1,4.2,1,171,1,1,1,0,0,Undergraduate,Holds Securities & Deposit
49,41,4,0.1,1,153,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,171,2,2.2,2,569,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
54,79,4,1.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
64,24,4,0.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
58,90,1,3.6,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
25,39,3,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,9,2,0,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
38,15,2,0.1,2,90,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
48,80,1,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
41,63,1,0.7,3,79,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
32,20,1,0.5,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
46,43,2,2.1,3,0,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
39,65,1,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
39,91,2,1.7,2,151,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
63,53,1,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
58,110,3,1.7,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
28,82,3,1.5,1,103,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
36,23,4,0.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
43,172,2,6.666666667,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
36,88,2,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,71,2,0.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
31,180,1,2.9,3,144,1,1,0,0,0,Advanced Degree, Holds only Securites 
45,39,2,2.1,3,184,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
39,94,1,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
43,25,3,1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
40,10,2,0,3,102,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
30,42,1,1,1,184,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
58,142,2,3.9,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
46,34,2,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
35,139,1,4.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
30,154,2,4.5,1,207,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,40,2,2,3,89,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
62,33,1,1.5,3,140,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
58,80,2,1.6,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
45,10,3,0.666666667,2,100,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,41,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
60,30,4,1.3,1,118,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
55,78,1,0.8,3,190,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
45,164,1,5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
52,23,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
31,149,1,6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
60,25,4,0.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
33,42,1,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
37,71,1,2.5,1,185,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
59,114,3,4.2,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
51,70,1,2.8,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
47,149,4,6.1,1,0,1,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
60,55,4,2.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
61,29,1,1.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,123,1,3.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
46,152,1,7.4,3,374,1,0,1,1,1,Advanced Degree, Holds only Deposit
31,8,4,0.7,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
57,69,4,0.7,1,245,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
48,161,4,7.9,3,310,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
48,79,1,0.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
35,105,1,4.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
33,39,3,2.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
47,163,1,5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
46,9,1,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,71,4,2,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
42,51,3,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
50,32,1,1.4,3,167,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
52,161,4,4.3,1,0,1,0,1,1,1,Undergraduate, Holds only Deposit
53,60,1,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
37,35,4,1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
64,41,4,1.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
46,73,2,1.7,1,216,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
57,49,4,1.5,1,214,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
61,79,2,2,1,194,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
42,120,2,7.5,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
40,60,2,3.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
33,78,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,40,4,1.1,2,131,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
52,110,2,5.4,3,204,1,1,1,1,0,Advanced Degree,Holds Securities & Deposit
35,160,4,5.7,3,0,1,1,0,0,0,Advanced Degree, Holds only Securites 
57,68,4,0.7,1,191,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
56,49,2,1.6,3,103,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
44,65,2,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
23,55,3,2.4,2,145,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
33,62,3,2.3,1,98,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
48,152,1,0,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
45,42,3,2.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
54,39,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,111,3,3,1,0,1,1,1,0,1,Undergraduate,Holds Securities & Deposit
47,82,3,2.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
61,108,4,3.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
53,59,2,0.8,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
56,61,3,2.5,1,193,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
33,78,4,2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
44,18,2,0.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
63,113,4,1.7,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
47,62,1,2.666666667,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,81,1,4.9,1,248,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
49,13,3,0.4,1,106,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
34,75,1,2.8,1,194,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
40,33,2,0.8,3,89,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,179,1,4.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
51,69,3,2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
28,45,1,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
52,59,3,3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
39,81,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
29,133,1,5.4,1,212,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,81,2,0,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
63,14,4,0.4,2,86,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
40,28,2,0.8,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
36,93,2,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
45,191,3,2.6,3,123,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
61,155,1,2.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
26,155,2,7.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
33,68,4,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
64,52,2,1.1,1,226,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,51,1,0.7,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
24,44,4,1.6,1,180,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
30,121,2,3.1,1,408,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
60,49,4,2.2,1,204,0,1,0,1,0,Undergraduate, Holds only Securites 
50,42,2,1,3,78,0,1,0,1,0,Advanced Degree, Holds only Securites 
40,144,1,4.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
31,72,1,2.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
30,44,1,1.5,1,109,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
60,43,3,0.9,3,175,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
39,74,1,0.1,2,144,0,1,0,1,0,Graduate, Holds only Securites 
66,145,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
65,158,2,2.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
54,78,4,4.9,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
54,154,1,2.4,2,352,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
35,105,2,4.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
32,100,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
63,58,1,0,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
60,113,1,0.9,1,406,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
43,10,2,0.1,2,0,0,1,0,0,1,Graduate, Holds only Securites 
59,142,2,2.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
62,128,1,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
30,131,3,0.5,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
54,88,4,1,2,122,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
30,101,2,0.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
31,70,2,1.75,3,0,0,0,1,1,1,Advanced Degree, Holds only Deposit
44,122,1,0.3,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
32,70,3,1.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
63,148,2,4.3,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
57,43,2,2.1,3,166,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
60,31,1,1.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
37,35,2,0.8,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
53,81,4,2.6,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
51,19,1,1.4,3,98,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
30,98,4,1.8,3,129,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
28,101,4,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
50,81,2,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
52,135,1,0.6,1,452,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
56,34,2,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
40,104,1,3.4,1,249,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,29,3,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
61,119,2,5.4,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
46,82,2,1.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
55,62,1,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
45,85,3,2.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
40,8,2,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
63,78,4,1.7,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
57,44,3,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
38,122,2,8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
37,22,3,0.1,2,114,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
31,39,4,2.2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
50,55,1,1.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,144,2,6.1,1,158,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
51,71,1,2.6,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
38,191,2,3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
53,22,1,0.5,2,100,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
43,158,1,2.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
35,131,3,0.3,3,0,1,0,1,1,1,Advanced Degree, Holds only Deposit
49,75,1,2.8,2,160,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
28,69,3,0.7,2,170,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
51,39,2,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
39,34,4,1.7,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
31,32,1,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,129,1,5.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
46,158,3,5.4,1,432,1,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
42,54,1,1.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
41,34,1,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
23,45,4,0.6,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
59,68,2,2.3,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
47,53,1,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
48,32,1,0.1,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
58,173,2,7.2,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
58,31,4,0.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
54,72,2,3.7,1,144,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
49,30,4,0.4,2,157,0,0,1,1,1,Graduate, Holds only Deposit
63,138,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,18,1,1.5,2,127,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
45,69,1,2.8,1,220,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
39,58,3,2.1,1,247,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
